,Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
111,ELECR23-2364,Electrical (Residential) - Solar - Ground,Final,,07/30/2023,07/24/2023,02/26/2024,08/23/2023,Permit,2073 Garden Cir Ann Arbor MI 48103,09-09-30-304-041,13 Solar Panel System
112,ELECR23-1396,Electrical (Residential) - Solar - Ground,Withdrawn,,,05/09/2023,,,Permit,1120 Pauline Blvd Ann Arbor MI 48103,09-09-31-107-022,"*WITHDRAWN BY APPLICANT, SEE EMAIL* Installation of (1) SOL-ARK 15K Inverter & 28.8 KWH HomeGrid Battery onto the existing solar system. (Original Valuation = $0)"
113,ELECR22-4360,Electrical (Residential) - Solar - Ground,Final,,12/01/2022,11/14/2022,09/18/2023,03/23/2023,Permit,1575 Westfield Ave Ann Arbor MI 48103,09-09-31-417-017,11 panel roof mounted solar array
114,ELECR23-0459,Electrical (Residential) - Solar - Ground,Withdrawn,,,02/23/2023,,,Permit,3428 Ashburnam Rd Ann Arbor MI 48105,09-09-11-304-016,"5.53 kW PV Solar Panel Installation on Roof **VOID AS DUPLICATE, CANCELLED BY CONTRACTO- SEE EMAIL***"
115,ELECR23-1194,Electrical (Residential) - Solar - Ground,Final,,05/03/2023,04/18/2023,11/27/2023,05/31/2023,Permit,311 Montgomery Ave Ann Arbor MI 48103,09-09-30-104-026,Roof mount solar array
116,ELECR23-1870,Electrical (Residential) - Solar - Ground,Final,,06/28/2023,06/15/2023,02/19/2024,08/24/2023,Permit,2801 Towner Blvd Ann Arbor MI 48104,09-12-03-408-023,"PV Roof Mount solar installation
6.21 kwdc
4.93 kwac
17 365 Watt Modules with microinverters"
117,ELECR23-3141,Electrical (Residential) - Solar - Ground,Final,,10/14/2023,09/28/2023,06/17/2024,12/21/2023,Permit,2855 Lakehurst Ln Ann Arbor MI 48105,09-09-15-204-002,9 panel roof top solar array
118,ELECR23-3511,Electrical (Residential) - Solar - Ground,Final,,11/26/2023,10/26/2023,06/18/2024,12/22/2023,Permit,1570 Glastonbury Rd Ann Arbor MI 48103,09-09-31-314-006,5.6 kW PV Solar Panel Installation on Roof
119,ELECR23-3109,Electrical (Residential) - Solar - Ground,Final,,11/01/2023,09/26/2023,08/05/2024,03/03/2024,Permit,941 Aberdeen Dr Ann Arbor MI 48104,09-09-34-108-014,14.04 kW Roof Mounted 36 Panel Solar Array
120,ELECR23-3623,Electrical (Residential) - Solar - Ground,Expired,,11/11/2023,11/01/2023,05/09/2024,05/09/2024,Permit,2971 Burlington St Ann Arbor MI 48105,09-09-15-403-019,5.2 kW PV Solar Panel Installation on Roof
121,ELECR22-2302,Electrical (Residential) - Solar - Ground,Final,,07/12/2022,04/27/2022,05/30/2023,12/02/2022,Permit,1230 Saunders Cres Ann Arbor MI 48103,09-09-19-207-006,roof mounted solar
122,ELECR22-4423,Electrical (Residential) - Solar - Ground,Final,,12/14/2022,11/21/2022,09/19/2023,03/21/2023,Permit,1610 Northbrook Dr Ann Arbor MI 48103,09-12-06-400-037,Propose to install solar and connect to existing electrical system
123,ELECR22-3668,Electrical (Residential) - Solar - Ground,Final,,09/15/2022,08/30/2022,08/14/2023,02/09/2023,Permit,3445 Andover Rd Ann Arbor MI 48105,09-09-23-301-002,installation of solar array and connection to existing electrical system
124,ELECR22-2499,Electrical (Residential) - Solar - Ground,Expired,,05/21/2022,05/13/2022,02/21/2023,02/21/2023,Permit,1601 Pontiac St Ann Arbor MI 48105,09-09-21-219-006,18 panels on roof
125,ELECR22-3821,Electrical (Residential) - Solar - Ground,Final,,10/15/2022,09/19/2022,08/10/2023,02/12/2023,Permit,707 Mt Vernon Ave Ann Arbor MI 48103,09-09-30-410-010,Roof Top Solar Installation
126,ELECR22-4405,Electrical (Residential) - Solar - Ground,Final,,12/01/2022,11/18/2022,06/12/2023,12/13/2022,Permit,119 Longman Ln Ann Arbor MI 48103,09-09-30-216-011,"Add 12 grid tied, roof mounted solar panel. 
Add solar disconnect next to electrical meter. 
Back feed 20 amp breaker in main panel."
127,ELECR22-4269,Electrical (Residential) - Solar - Ground,Final,,11/23/2022,11/02/2022,06/05/2023,12/08/2022,Permit,3352 Nordman Rd Ann Arbor MI 48108,09-12-10-105-001,"Add 24 roof mounted, grid tied solar panels. 
200 amp panel swap. 
2 solar disconnects. 
11.4 inverter"
128,ELECR22-4396,Electrical (Residential) - Solar - Ground,Void,,,11/17/2022,,,Permit,3 Hermina Ct Ann Arbor MI 48103,09-09-20-308-009,*replaced by ELECR22-4396*Installation of new solar PV system on rooftop of site address
129,ELECR22-3629,Electrical (Residential) - Solar - Ground,Final,,09/15/2022,08/24/2022,08/02/2023,01/31/2023,Permit,834 Dartmoor Rd Ann Arbor MI 48103,09-09-30-317-012,Installing new invertor and battery for existing solar system on the house. Service upgrade to 320 amp panel (added for Dave)
130,ELECR22-3414,Electrical (Residential) - Solar - Ground,Final,,08/11/2022,08/05/2022,05/16/2023,01/10/2023,Permit,3151 Baylis Dr Ann Arbor MI 48108,09-12-10-201-105,11 panel roof mounted solar array
131,ELECR22-2117,Electrical (Residential) - Solar - Ground,Final,,04/20/2022,04/11/2022,10/31/2022,01/10/2023,Permit,702 Linda Vista Ave Ann Arbor MI 48103,09-09-19-413-030,
132,ELECR22-4365,Electrical (Residential) - Solar - Ground,Final,,12/01/2022,11/14/2022,07/31/2023,02/01/2023,Permit,703 W Davis Ave Ann Arbor MI 48103,09-09-32-208-024,Propose to install solar panels and connect to existing electrical system.
133,ELECR22-3764,Electrical (Residential) - Solar - Ground,Final,,10/05/2022,09/12/2022,09/18/2023,03/21/2023,Permit,1435 Catalina Dr Ann Arbor MI 48103,09-09-31-416-007,"Install residential rooftop solar system interconnected with homes existing service equipment, 33 panels @13.2kW DC"
134,ELECR22-4548,Electrical (Residential) - Solar - Ground,Final,,12/06/2022,12/05/2022,07/10/2023,01/12/2023,Permit,1626 Peach St Ann Arbor MI 48105,09-09-21-207-024,Add 4 pv panels to an existing pv system
135,ELECR22-4228,Electrical (Residential) - Solar - Ground,Final,,11/03/2022,10/31/2022,07/17/2023,01/27/2023,Permit,2110 Crestland Dr Ann Arbor MI 48104,09-12-03-208-099,Propose to install solar array and connect to existing electrical system.
136,ELECR22-4067,Electrical (Residential) - Solar - Ground,Final,,10/27/2022,10/14/2022,08/14/2023,02/08/2023,Permit,1561 Newport Creek Dr Ann Arbor MI 48103,09-09-18-405-020,Installation of Solar Array and connection to existing electrical system.
137,ELECR23-2822,Electrical (Residential) - Solar - Ground,Final,,09/13/2023,09/06/2023,06/10/2024,12/02/2023,Permit,1119 Saunders Cres Ann Arbor MI 48103,09-09-19-320-041,18 panel roof top solar project
138,ELECR23-2900,Electrical (Residential) - Solar - Ground,Final,,10/14/2023,09/12/2023,06/17/2024,02/08/2024,Permit,2521 Jade Ct Ann Arbor MI 48103,09-08-36-400-033,8.4 kW PV Solar Panel Installation on Roof -- 20 panels
139,ELECR23-1704,Electrical (Residential) - Solar - Ground,Expired,,06/18/2023,06/05/2023,12/15/2023,12/15/2023,Permit,647 Barber Ave Ann Arbor MI 48103,09-08-24-301-016,12 panel roof mounted solar array installation
140,ELECR23-2832,Electrical (Residential) - Solar - Ground,Final,,09/14/2023,09/07/2023,05/13/2024,11/14/2023,Permit,1740 Timber Trl Ann Arbor MI 48103,09-09-18-405-016,Installation of a 14.4kWh battery to an existing solar system.
141,ELECR22-4335,Electrical (Residential) - Solar - Ground,Final,,12/01/2022,11/11/2022,03/25/2024,10/30/2023,Permit,1880 Robert St Ann Arbor MI 48104,09-12-04-123-001,roof mounted solar install of 5.27kW
142,ELECR22-2148,Electrical (Residential) - Solar - Ground,Final,,04/28/2022,04/13/2022,12/27/2022,10/11/2022,Permit,3180 Cardinal Ave Ann Arbor MI 48108,09-12-10-103-048,15 Panel Roof Mounted Solar Array
143,ELECR22-3209,Electrical (Residential) - Solar - Ground,Final,,08/11/2022,07/19/2022,04/17/2023,10/14/2022,Permit,1910 Independence Blvd Ann Arbor MI 48104,09-12-03-223-005,installation of solar array and connection to existing electrical system.
144,ELECR22-2734,Electrical (Residential) - Solar - Ground,Final,,06/24/2022,06/07/2022,05/30/2023,10/07/2022,Permit,1351 Glendaloch Cir Ann Arbor MI 48104,09-09-34-112-007,"Installation of a flat-roof-mounted solar array consisting of (37) solar panels with micro-inverters, 2 Tesla Powerwalls, and a surge arrester."
145,ELECR22-3056,Electrical (Residential) - Solar - Ground,Final,,07/26/2022,07/08/2022,04/03/2023,10/05/2022,Permit,3635 Fox Hunt Dr Ann Arbor MI 48105,09-09-26-103-035,12.6 kW Roof Mounted 35 Panel Solar Array with Battery Backup
146,ELECR22-4084,Electrical (Residential) - Solar - Ground,Withdrawn,,,10/17/2022,,,Permit,3662 Wellington Cross St Ann Arbor MI 48105,09-09-26-100-041,8.0 kW roof mount solar array
147,ELECR25-0538,Electrical (Residential) - Solar - Ground,Final,,03/12/2025,02/28/2025,10/27/2025,04/30/2025,Permit,1902 Independence Blvd Ann Arbor MI 48104,09-12-04-121-010,Installation of a (1) Enphase IQ Battery to an existing solar system.
148,ELECR22-2133,Electrical (Residential) - Solar - Ground,Final,,05/04/2022,04/12/2022,12/21/2022,06/25/2022,Permit,1300 Red Oak Rd Ann Arbor MI 48103,09-09-19-108-012,5.18kW (14 panel) Ballasted Solar Array w/ 10kWh Battery Backup
149,ELECR22-2098,Electrical (Residential) - Solar - Ground,Final,,04/25/2022,04/08/2022,11/14/2022,05/19/2022,Permit,1693 Stadium Ct Ann Arbor MI 48103,09-09-31-117-006,
150,ELECR22-2118,Electrical (Residential) - Solar - Ground,Final,,04/28/2022,04/11/2022,11/08/2022,05/13/2022,Permit,1401 Harpst St Ann Arbor MI 48104,09-12-04-105-003,
151,ELECR25-0539,Electrical (Residential) - Solar - Ground,Final,,03/12/2025,02/28/2025,10/29/2025,05/11/2025,Permit,1561 Newport Creek Dr Ann Arbor MI 48103,09-09-18-405-020,Installation of a battery to an existing solar system.
152,ELECR25-1768,Electrical (Residential) - Solar - Ground,Issued,,09/02/2025,07/09/2025,03/30/2026,,Permit,330 S Seventh St Ann Arbor MI 48103,09-09-29-307-002,"Installation of (16) ground mounted solar panels with microinverters. 

Property has a prexisiting home energy storage systems that the solar will be tied into."
153,ELECR24-1617,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,06/11/2024,05/30/2024,12/09/2024,12/09/2024,Permit,585 Concord Pines Dr Ann Arbor MI 48105,09-09-25-200-151,6.4 kW PV Solar Panel Installation on Roof
154,ELECR24-3579,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,11/11/2024,,,Permit,3411 Bayswater Ln Ann Arbor MI 48105,09-09-11-305-005,installation of a 22 panel solar array with battery backup.
155,ELECR24-3119,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/18/2024,10/08/2024,06/02/2025,12/07/2024,Permit,3 Medford Ct Ann Arbor MI 48104,09-12-03-212-021,Rooftop solar PV system w/ battery backup installation
156,ELECR24-3005,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/04/2024,10/02/2024,06/02/2025,12/05/2024,Permit,2105 Greenview Dr Ann Arbor MI 48103,09-12-06-101-006,Installing 18 roof mounted solar panels.
157,ELECR24-2921,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/03/2024,09/24/2024,05/07/2025,11/23/2024,Permit,376 Larkspur St Ann Arbor MI 48105,09-09-16-318-019,"Upgrading existing 3.8kW inverter to 3.8kW battery ready inverter, backup interface and 10kWh battery to existing roof mount solar system"
158,ELECR24-2649,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/16/2024,08/30/2024,04/21/2025,10/24/2024,Permit,1516 Arborview Blvd Ann Arbor MI 48103,09-09-19-415-033,"Installation of (21) roof mounted solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
159,ELECR24-2189,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/06/2024,07/19/2024,03/03/2025,09/06/2024,Permit,5 Trowbridge Ct Ann Arbor MI 48108,09-12-10-303-074,Roof mount solar system installation
160,ELECR24-0646,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/18/2024,02/26/2024,03/10/2025,09/13/2024,Permit,2834 Elmwood Ave Ann Arbor MI 48104,09-12-02-325-005,Adding 2.8KW (3 panels) and a 9kwh battery to an existing PV system.
161,ELECR24-1781,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/25/2024,06/11/2024,03/10/2025,09/14/2024,Permit,2881 Ticknor Ct Ann Arbor MI 48104,09-12-04-408-054,Rooftop Solar PV install
162,ELECR24-1915,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/30/2024,06/25/2024,03/10/2025,09/11/2024,Permit,1000 Catherine St Ann Arbor MI 48104,09-09-28-213-040,Installing solar on roof
163,ELECR24-0508,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,03/15/2024,02/15/2024,09/11/2024,09/11/2024,Permit,1303 Brooks St Ann Arbor MI 48103,09-09-20-208-003,"Installing solar panels on the roof, in the basement installing the inverter and battery."
164,ELECR24-2021,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/05/2024,07/03/2024,02/24/2025,09/06/2024,Permit,3090 Geddes Ave Ann Arbor MI 48104,09-09-34-116-020,Installing 20 roof mounted solar panels.
165,ELECR24-1133,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/08/2024,04/12/2024,03/10/2025,09/10/2024,Permit,1245 Morehead Ct Ann Arbor MI 48103,09-12-06-113-007,"Installing 14 solar panels and 14 micro inverters on roof. Doing a load side tap installing Tesla back up gateway, critical loads panel and 1 powerwall 3 battery."
166,ELECR24-2077,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/10/2024,03/03/2025,09/06/2024,Permit,2241 Delaware Dr Ann Arbor MI 48103,09-12-06-109-007,Adding 8 solar panels to his existing solar system.
167,ELECR24-2651,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/25/2024,08/30/2024,05/12/2025,11/17/2024,Permit,2235 Yorktown Dr Ann Arbor MI 48105,09-09-14-301-037,Rooftop Solar PV w/ Battery Backup Installation
168,ELECR24-3123,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/22/2024,10/08/2024,05/20/2025,11/22/2024,Permit,3455 Vintage Valley Rd Ann Arbor MI 48105,09-09-23-300-005,"Upgrading existing solar inverter, adding 2-10kWh batteries, EV charger, and backup interface"
169,ELECR24-3085,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/18/2024,10/04/2024,05/20/2025,11/22/2024,Permit,3465 Vintage Valley Rd Ann Arbor MI 48105,09-09-23-300-004,9.6 kW Roof Mount Array
170,ELECR24-3586,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,11/11/2024,,,Permit,2115 Newport Rd Ann Arbor MI 48103,09-09-18-402-001,Solar PV system with battery backup install
171,ELECR24-1547,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/30/2024,05/23/2024,04/22/2025,11/08/2024,Permit,1807 Hanover Rd Ann Arbor MI 48103,09-09-31-304-001,7.2 kW PV Solar Panel Installation on Roof
172,ELECR24-1684,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/05/2024,06/04/2024,05/05/2025,11/05/2024,Permit,543 S Seventh St Ann Arbor MI 48103,09-09-29-322-022,Installing 19 roof mounted solar panels.
173,ELECR24-2653,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/31/2024,08/30/2024,05/05/2025,11/10/2024,Permit,1011 Rose Ave Ann Arbor MI 48104,09-09-33-330-030,Rooftop solar pv w/ battery backup install
174,ELECR24-2773,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/23/2024,09/11/2024,05/07/2025,11/09/2024,Permit,1701 Greenview Dr Ann Arbor MI 48103,09-09-31-420-002,Rooftop solar w/ battery backup install
175,ELECR24-2617,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/13/2024,08/28/2024,05/21/2025,11/02/2024,Permit,2235 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
176,ELECR24-2324,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/05/2024,08/01/2024,05/07/2025,11/09/2024,Permit,1508 Warwick Ct Ann Arbor MI 48103,09-09-31-306-028,Rooftop Solar PV Install w/ Battery Backup
177,ELECR24-2155,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/22/2024,07/16/2024,04/29/2025,11/03/2024,Permit,2023 Day St Ann Arbor MI 48104,09-09-33-109-009,Installing 11 roof mounted solar panels.
178,ELECR24-2553,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,08/21/2024,04/30/2025,11/06/2024,Permit,236 Orchard Hills Dr Ann Arbor MI 48104,09-09-27-300-004,35.6 kW Roof mount array
179,ELECR24-3508,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,11/04/2024,,,Permit,1013 Rose Ave Ann Arbor MI 48104,09-09-33-330-018,Solar Installation
180,ELECR24-3553,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/21/2024,11/07/2024,06/16/2025,12/21/2024,Permit,690 Vine Ct Ann Arbor MI 48103,09-08-24-400-020,Installation of (3) roof mounted solar panels into an existing solar system.
181,ELECR24-3482,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/06/2024,10/31/2024,06/09/2025,12/25/2024,Permit,2122 Hill St Ann Arbor MI 48104,09-09-27-309-001,19.2 kW Roof mount array on detached garage
182,ELECR22-3399,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,09/15/2022,08/03/2022,03/14/2023,03/14/2023,Permit,3108 Turnberry Ln Ann Arbor MI 48108,09-12-11-100-057,Roof Mounted Solar 6.66kW 18 REC
183,ELECR24-1823,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,07/01/2024,06/14/2024,12/30/2024,12/30/2024,Permit,1508 Ottawa Rd Ann Arbor MI 48105,09-09-21-216-010,3.2 kW Roof Mount Array with batteries
184,ELECR24-2289,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/30/2024,03/24/2025,09/27/2024,Permit,2382 Timbercrest Ct Ann Arbor MI 48105,09-09-10-303-060,Installing 17 roof mounted solar panels.
185,ELECR24-2159,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,07/17/2024,03/17/2025,09/20/2024,Permit,815 Berkshire Rd Ann Arbor MI 48104,09-09-34-210-006,Installing 19 roof mounted solar panels.
186,ELECR24-1251,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/08/2024,04/24/2024,03/19/2025,09/21/2024,Permit,2288 Hickory Point Dr Ann Arbor MI 48105,09-09-09-401-009,NEW PV SYSTEM: 9.720 kWp w/ Battery Backup
187,ELECR24-2467,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,08/13/2024,03/24/2025,09/29/2024,Permit,8 Bristol Ct Ann Arbor MI 48104,09-12-02-104-008,Removal and reinstallation of 3.2 kW roof-mounted PV solar system
188,ELECR24-2465,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Withdrawn,,,08/13/2024,,,Permit,2270 Platt Rd Ann Arbor MI 48104,09-12-03-100-009,*WITHDRAWN BY APPLICANT* 24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
189,ELECR24-2271,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/29/2024,03/25/2025,09/29/2024,Permit,3440 Vintage Valley Rd Ann Arbor MI 48105,09-09-23-301-011,Installing 18 roof mounted solar panels.
190,ELECR24-0480,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/24/2024,02/14/2024,12/26/2024,06/28/2024,Permit,1899 Upland Dr Ann Arbor MI 48105,09-09-22-202-022,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits can be
powered by Powerwall during an outage. Added to existing 10Kw ground mounted solar panel system."
191,ELECR24-2619,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/13/2024,08/28/2024,05/12/2025,10/05/2024,Permit,2239 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
