Permit #,Workclass,Issue Date,Address,Description,Contractor
TC-RES-0523-04960,Solar,01/04/2024,,Roof Mounted PV System with PV meter and AC Disco. Rev3: MPU 125/100 of MSP: Rev 4:  Add a new 100A subpanel.,Freedom Forever
TC-RES-0523-05080,Solar,01/04/2024,,Install for a 26.730 kW DC/ 21.78KW AC Ground-mounted photovoltaic system with a 150A derate.,Sunsolar Solutions Inc
TC-RES-0823-07556,Solar,01/04/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07686,Solar,01/04/2024,,PV solar roof mount 26 panels 10.4 kW DC,Mona Lee Solar
TC-RES-0923-07988,Solar,01/03/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-08252,Solar,01/03/2024,,4.16 KW DC SOLAR PHOTOVOLTAIC SYSTEM ROOF MOUNTED,Solar Topps LLC
TC-RES-0923-08308,Solar,01/03/2024,,INSTALLATION OF SOLAR PHOTOVOLTAIC SYSTEM: Revision 1: Add 225A MPU.,SunUp America
TC-RES-1023-08588,Solar,01/04/2024,,Install for a 8.100 kW roof-mounted photovoltaic system.,Sunsolar Solutions Inc
TC-RES-1023-08798,Solar,01/03/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 22.515 KW DC/17.600 KW AC & (N) 400A MPU / 200A,On Point Solar Power
TC-RES-1023-08916,Solar,01/05/2024,"2703 E 5TH ST, TUCSON, AZ 85716",Roof-mounted solar PV installation,Andres Bautista-Aranda
TC-RES-1023-08993,Solar,01/03/2024,,Installation of new 8.91kW rooftop photovoltaic solar. Upgrade of main service panel to new 225/200 Siemens,Allison Tibbetts
TC-RES-1023-09041,Solar,01/04/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1023-09111,Solar,01/03/2024,,Install for a 7.380 kW roof-mounted photovoltaic system with a 200A MPU.,Sunsolar Solutions Inc
TC-RES-1023-09158,Solar,01/02/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 6 kWAC SYSTEM SIZE (kW): 4.35 kW With main service panel,Kailee Roma
TC-RES-1123-09251,Solar,01/03/2024,,"Roof mount 6.15 kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV combiner box, 30A PV breaker on",Technicians for Sustainability
TC-RES-1123-09263,Solar,01/04/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09351,Solar,01/02/2024,,Rooftop PV Install 5.60KW,Zoe Clemons
TC-RES-1123-09464,Solar,01/02/2024,,ROOF-MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09491,Solar,01/03/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09516,Solar,01/03/2024,,Installation of 10.4 kwDC roof mounted photovoltaic system;  175a derate,Titan Solar Power Inc
TC-RES-1123-09521,Solar,01/02/2024,,"Roof-mounted PV solar installation, 21 modules, 8.4kW DC, 6.09kW AC, with main panel upgrade, battery, electric",Saguaro Solar Electric
TC-RES-1123-09575,Solar,01/03/2024,,Roof-mounted solar PV installation.,Maria Zazueta
TC-RES-1123-09578,Solar,01/03/2024,,Solar PV Install 8.00KW,Zoe Clemons
TC-RES-1123-09587,Solar,01/03/2024,,12.4kW Residential roof mounted solar with connectder meter socket.,Kailee Roma
TC-RES-1123-09599,Solar,01/04/2024,,9.60 DC Kw PHOTOVOLTAIC SYSTEM (ROOF MOUNTED),Solar Topps LLC
TC-RES-1123-09735,Solar,01/02/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09747,Solar,01/03/2024,,Installation of 11.90kW PV System / Main Panel Ugrade 225A,Our World Energy
TC-RES-1123-09758,Solar,01/03/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09805,Solar,01/04/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09810,Solar,01/03/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09815,Solar,01/02/2024,,Install a 7.6 KW AC solar system with,SunUp America
TC-RES-1223-09855,Solar,01/03/2024,,7.6 KW Rooftop Mounted Solar With 125/100A Main Panel Upgrade,Dayne Johnson
TC-RES-1223-09866,Solar,01/03/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-09867,Solar,01/03/2024,,40.5 kWh storage system (3 batteries) connected to existing photovoltaic solar system (T21CM03814),Technicians for Sustainability
TC-RES-1223-09871,Solar,01/03/2024,,"Roof mount 8.20 kW DC photovoltaic solar system; 20 AC modules, 2 branches, PV Combiner Box, 40A PV breaker",Technicians for Sustainability
TC-RES-1223-09874,Solar,01/03/2024,,(N) PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 5.135 KW DC/4.225 KW AC & (N) 225A MPU / 200A BREAKER &,On Point Solar Power
TC-RES-1223-09887,Solar,01/03/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 10.270 KW DC/8.450 KW AC & (N) 225A MPU / 200A BREAKER,On Point Solar Power
TC-RES-1223-09888,Solar,01/03/2024,,(N) PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 7.800 KW DC/6.500 KW AC & (N) 125A COMBINER PANEL & (N),On Point Solar Power
TC-RES-1223-09901,Solar,01/03/2024,,"Roof mount 4.10 kW DC photovoltaic solar system; 10 AC modules, 1 branch, 20A PV breaker on 100A bus with 100A",Technicians for Sustainability
TC-RES-1223-09902,Solar,01/03/2024,,"Roof mount 6.15 kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV Combiner Box, 30A PV breaker",Technicians for Sustainability
TC-RES-1223-09911,Solar,01/02/2024,,PV SOLAR INSTALLATION / MAIN PANEL UPGRADE 225A LIKE FOR LIKE,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1223-09912,Solar,01/04/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-09913,Solar,01/03/2024,,Install a 7.6 KW AC Solar system with (12) SEG SOLAR SEG-400-BMD-TB PV,SunUp America
TC-RES-1223-09923,Solar,01/03/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1223-09924,Solar,01/04/2024,"2421 S AVENIDA ARROYO 
RINCON, TUCSON, AZ 85710",ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-09928,Solar,01/03/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1223-09930,Solar,01/03/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1223-09932,Solar,01/03/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1223-09972,Solar,01/03/2024,,Installation of a Roof Mounted14.58kW PV System with 400A MPU,Our World Energy
TC-RES-1223-09992,Solar,01/03/2024,,6.97 KWDC Rooftop Mounted Solar,Dayne Johnson
TC-RES-1223-10014,Solar,01/03/2024,"217 E 21ST ST, TUCSON, AZ 85701","roof mount 4.51 kW DC photovoltaic solar system; 11 modules and microinverters, 1 branch, interconnection via meter",Technicians for Sustainability
TC-RES-1223-10020,Solar,01/03/2024,,(N) Installation of Roof Mounted Solar 7.695kwDC/5.510kwAC- & (N) 125A Combiner Panel & (N) 225A MPU / 200A,On Point Solar Power
TC-RES-1223-10045,Solar,01/03/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 10.665 KW DC/8.775 KW AC & (N) 225A MPU / 200A BREAKER,On Point Solar Power
TC-RES-1223-10055,Solar,01/03/2024,,Roof-mounted solar PV installation,Andres Bautista-Aranda
TC-RES-1223-10056,Solar,01/03/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1223-10180,Solar,01/03/2024,,Roof mounted PV System DC SYSTEM SIZE (kW): 9.6 kW AC SYSTEM SIZE (kW): 6.96 kW with main service panel,Kailee Roma
,Solar,01/03/2023,,"- SYSTEM SIZE: 8690W DC, 6380W AC- MODULES: (22) LG ELECTRONICS: LG395Q1C-A6- INVERTERS: (22)","Sunrun Installation Services, Inc"
,Solar,01/04/2023,,R - INSTALLATION OF PV ROOF MOUNT SOLAR 12.76kWDC SYSTEM / MPU 225A(PREV APP SUBMITTED W/O,LGCY Installation Services
,Solar,01/03/2023,,R - 7.9 kW Rooftop Solar Array with 20 panels.,permitting
,Solar,01/05/2023,,R - Residential installations of 8.610 kW Roof mounted solar panel system with 21 panels and 200amp,"BIG STAR BUILDERS, INC."
,Solar,01/04/2023,,R - Installation of 7.20kW PV System/MPU 200A,Our World Energy
,Solar,01/05/2023,,R - Installation of 7.6kw solar pv system,Southwest Electric Inc
,Solar,01/04/2023,,R - Installation of 5.53KW PV System/MPU 200A,Our World Energy
TC-RES-1122-00304,Solar,01/05/2023,,Installation of Roof Mounted Solar and De-Rate to 175A,
TC-RES-1122-00401,Solar,01/04/2023,,Roof-mounted PV Solar Project. Derate.,
TC-RES-1122-00592,Solar,01/04/2023,,rooftop PV solar installation,
TC-RES-1122-00593,Solar,01/03/2023,"5731 E VUELTA DE NUESTRO 
PUEBLO, TUCSON, AZ 85756",rooftop PV solar installation,
TC-RES-1122-00789,Solar,01/03/2023,,"Since your existing permit has already been finalized, I will have to start a new PV application.  This will be your new",solciuspermits
TC-RES-1122-00827,Solar,01/05/2023,,14.0 Kw DC Photovoltaic Roof Mount system (35) 400 W. Modules,
TC-RES-1122-00831,Solar,01/05/2023,,Installation of Roof Mounted Solar and 200A Solar Ready MPU,
TC-RES-1122-00884,Solar,01/03/2023,,41 kWh storage system (3 batteries) connected to existing photovoltaic solar system,
TC-RES-1122-01012,Solar,01/03/2023,,Roof-Mounted PV Solar project with 200A main breaker to be derated to 175A,
TC-RES-1122-01032,Solar,01/06/2023,,Residential installation of a 7.790 Kw roof mounted solar system with x19 panels. Pv array area of 410.69 sqft.,
TC-RES-1122-01038,Solar,01/03/2023,"9816 E 2ND ST, TUCSON, AZ 85748","• SYSTEM SIZE: 5110W DC, 3840W AC",
TC-RES-1122-01040,Solar,01/04/2023,,Installation of Roof Mounted Solar and 225A Solar ready MPU,
TC-RES-1122-01041,Solar,01/03/2023,,Install for a 6.80 kW Rooftop Mounted Photovoltaic System.,
TC-RES-1122-01055,Solar,01/06/2023,,Installation of 13 solar panels. 4.355KWDC. Roof mounted system.,
TC-RES-1122-01057,Solar,01/04/2023,,Installation of 28 roof mounted solar panels with a system size of 12.32 kW. And a derate.,
TC-RES-1122-01094,Solar,01/03/2023,,Installation of a roof mounted 8.400kW PV System,
TC-RES-1122-01101,Solar,01/03/2023,,INSTALLATION OF PV ROOF MOUNT SOLAR 3.950 kWDC SYSTEM,
TC-RES-1122-01133,Solar,01/05/2023,,rooftop photovoltaic solar installation,
TC-RES-1122-01140,Solar,01/06/2023,,Installation of 22 roof mounted solar panels with a system size of 9.68 kW. And a main panel upgrade.,
TC-RES-1122-01141,Solar,01/05/2023,,"roof mount 8.40 kW DC photovoltaic solar system, 20 AC modules, 3 branches, PV subpanel, 40A PV breaker on 200A",
TC-RES-1122-01175,Solar,01/06/2023,,"INSTALL   4.740kw DC   GRID   TIED,  ROOF FLUSH,  MOUNTED   PV    SYSTEM,   TIE   INTO   NEW",
TC-RES-1122-01186,Solar,01/06/2023,,Roof Mounted PV System with Production meter and AC Disco- Flood permit reference TE-FPU-1122-00031,
TC-RES-1122-01198,Solar,01/06/2023,,"roof mount 4.207 kW DC photovoltaic solar system; 10 AC modules, 1 branch,  20A PV breaker on 125A bus with 100A",
TC-RES-1222-01223,Solar,01/06/2023,,Roof-mounted PV solar project,
TC-RES-0124-00007,Solar,01/11/2024,,roof mounted PV system DC SYSTEM SIZE (kW): 6.8 kW AC SYSTEM SIZE (kW): 4.93 kW W/ BREAKER TO BE,Kailee Roma
TC-RES-0823-07009,Solar,01/09/2024,,Installation of a roof mounted pv system; REV 2:  Add MPU to the plans with relocation.,LGCY Installation Services
TC-RES-0823-07033,Solar,01/11/2024,,Roof Mounted PV,Kailee Roma
TC-RES-0823-07589,Solar,01/11/2024,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07680,Solar,01/09/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-08270,Solar,01/11/2024,,Roof mounted PV system DC SYSTEM SIZE (kW): 7.6 kW / AC SYSTEM SIZE (kW): 5.51 kW with service panel,Kailee Roma
TC-RES-0923-08332,Solar,01/11/2024,,Roof mounted 11.48kW PV system install; Meter Collar Adaptor,Titan Solar Power Inc
TC-RES-1023-08528,Solar,01/11/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 7.6 kW / AC SYSTEM SIZE (kW): 5.51 kW With main service panel,Kailee Roma
TC-RES-1023-08785,Solar,01/09/2024,"702 E 17TH STREET, TUCSON, AZ 85719","INSTALLATION OF AN 8 - 400W MODULE, 3.2kW DC FIXED-TILT ROOF MOUNTED SOLAR PV ARRAYS ON",SOLAR GAIN INC.
TC-RES-1023-08792,Solar,01/08/2024,"702 E 17TH STREET, TUCSON, AZ 85719","INSTALLATION OF AN 8 - 400W MODULE, 3.2kW DC FIXED-TILT ROOF MOUNTED SOLAR PV ARRAYS ON",SOLAR GAIN INC.
TC-RES-1123-09254,Solar,01/11/2024,"1915 S PLACITA CASITAS 
ALEGRES, TUCSON, AZ 85713","9.600 kW rooftop PV solar system installation, [N] SQD LUG KIT",Elevation Solar
TC-RES-1123-09574,Solar,01/11/2024,,"We will install 10 roof mount solar panels, 10 optimizers and one inverter.",Cindy Gonzalez
TC-RES-1123-09657,Solar,01/11/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09659,Solar,01/09/2024,,PV SOLAR INSTALLATION / DERATE 175A,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1123-09772,Solar,01/09/2024,,Installation of 9.84 kwDC roof mounted photovoltaic system,Titan Solar power
TC-RES-1223-09887,Solar,01/11/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 10.270 KW DC/8.450 KW AC & (N) 225A MPU / 200A BREAKER,On Point Solar Power
TC-RES-1223-09952,Solar,01/08/2024,"702 E 17TH STREET, TUCSON, AZ 85719","INSTALLATION OF A 48 - 400W MODULE, 19.20kW DC FIXED-TILT BALLASTED SOLAR PV ARRAY MOUNTING",SOLAR GAIN INC.
TC-RES-1223-09988,Solar,01/10/2024,,Installation of Roof Mounted 11.745 kW PV System / 200A MPU,Our World Energy
TC-RES-1223-10038,Solar,01/10/2024,,Install a 7.9 PV solar system with (20) JA Solar-JAM54531 395/MR MODULES,SunUp America
TC-RES-1223-10253,Solar,01/08/2024,,Install a 5.625 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-1223-10255,Solar,01/08/2024,,Installation of a Roof Mounted 9.345kW PV System/Supply Side Tap,Our World Energy
TC-RES-1223-10276,Solar,01/11/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 7.6 kW /AC SYSTEM SIZE (kW): 5.51 kW,Kailee Roma
,Solar,01/12/2023,,R - Installation of a roof mounted 4.800kW PV System,Titan Solar Power Inc
,Solar,01/11/2023,,"R - - SYSTEM SIZE: 12150W DC, 8700W AC- MODULES: (30) REC SOLAR: REC405AA PURE- INVERTERS: (30) EN","Sunrun Installation Services, Inc"
,Solar,01/13/2023,,R - Installation of a 6.40 kW DC,Our World Energy
,Solar,01/13/2023,,R - INSTALLATION OF A 7.20kw PV SYSTEM,Our World Energy
,Solar,01/13/2023,,R - installation of 10.80KW PV System/Derate to 175A,Our World Energy
,Solar,01/10/2023,,R - 11.20kW roof mount PV system,Sunbright Solar
,Solar,01/12/2023,,"R - PV Solar Roof Mount System 7.92kW, MPU",Solgen Power LLC
TC-RES-1022-00216,Solar,01/10/2023,,PV SOLAR INSTALLATION,
TC-RES-1122-00264,Solar,01/13/2023,,8.51kw Rooftop Solar System,
TC-RES-1122-00338,Solar,01/12/2023,,Installation of an 8.8 kW photovoltaic system. with a 225A/200A MPU.,
TC-RES-1122-00470,Solar,01/12/2023,,17 module rooftop PV solar installation,
TC-RES-1122-00876,Solar,01/12/2023,,Installation of an 3.52 kW photovoltaic system.,
TC-RES-1122-01011,Solar,01/12/2023,,"roof mount 1.5 kW DC addition to existing photovoltaic solar system (new total system size: 10.22 kW), 4 additional",
TC-RES-1122-01090,Solar,01/10/2023,,Installation of a roof-mounted 9.855 DC kW PV system.,
TC-RES-1122-01097,Solar,01/09/2023,,Installation of 20 roof mounted solar panels with a system size of 8.8kW.,
TC-RES-1122-01098,Solar,01/09/2023,,Installation of 10.80KW PV System/MPU 200A,
TC-RES-1122-01114,Solar,01/10/2023,,"solar panel installation, main panel upgrade",
TC-RES-1122-01183,Solar,01/09/2023,"702 E 38TH ST, TUCSON, AZ 85713",Installation of24  roof mounted solar panels with a system size of 10.56 kW.,
TC-RES-1122-01190,Solar,01/10/2023,,"• SYSTEM SIZE: 6935W DC, 5510W AC",
TC-RES-1122-01195,Solar,01/11/2023,"4244 E 4TH ST, TUCSON, AZ 85711","roof mount 8.40 kW DC photovoltaic solar system; 23 modules, 1 Tesla Powerwall+ inverter with 2 strings, 50A PV",
TC-RES-1222-01265,Solar,01/09/2023,,Installation of 7.3kw roof mounted solar pv system.,
TC-RES-1222-01266,Solar,01/09/2023,,19 Modules-Roof Mount System,
TC-RES-1222-01270,Solar,01/09/2023,,PV Solar roof mount installation 3 circuits 7.5kW,
TC-RES-1222-01283,Solar,01/10/2023,,Roof Mounted PV System with Production meter and AC Disco,
TC-RES-1222-01290,Solar,01/13/2023,,Install Solar Panels on Roof,
TC-RES-1222-01298,Solar,01/10/2023,"10457 E RITA RANCH CROSSING 
CI, TUCSON, AZ 85747",Installation of a new 9.000 kWp Photovoltaic System.,
TC-RES-1222-01299,Solar,01/11/2023,,Installation of a new 4.800 kw Photovoltaic System.,
TC-RES-1222-01322,Solar,01/11/2023,,"roof mount 4.44 kW DC photovoltaic solar system; 12 AC modules, 1 branch,  20A PV breaker on 200A bus with 200A",
TC-RES-1222-01332,Solar,01/12/2023,,Residential solar installations of 3.280kW Roof mounted solar panel system with 8 panels PV Array area: 172.92sq ft.,
TC-RES-1222-01333,Solar,01/12/2023,,Solar equipment has been moved.,
TC-RES-1222-01351,Solar,01/10/2023,,Roof-mounted PV solar project,
TC-RES-1222-01352,Solar,01/10/2023,,Roof Mounted PV system with Production meter and AC Disco,
TC-RES-1222-01363,Solar,01/10/2023,,Roof-mounted PV solar project,
TC-RES-1222-01371,Solar,01/12/2023,,Installation of a roof-mounted 15.33 DC kW PV system,
TC-RES-1222-01380,Solar,01/12/2023,,Installation of a 9.60 kW PV System,
TC-RES-1222-01384,Solar,01/12/2023,,"• SYSTEM SIZE: 8875W DC, 7260W AC",
TC-RES-1222-01386,Solar,01/12/2023,,"• SYSTEM SIZE: 5440W DC, 3840W AC",
TC-RES-1222-01389,Solar,01/12/2023,,"• SYSTEM SIZE: 7665W DC, 6090W AC",
TC-RES-1222-01390,Solar,01/11/2023,,"• SYSTEM SIZE: 8505W DC, 6090W AC",
TC-RES-1222-01392,Solar,01/11/2023,,"· SYSTEM SIZE: 9855W DC, 7830W AC",
TC-RES-1222-01408,Solar,01/12/2023,"9996 E PLACITA DE LAS 
PALMERITAS, TUCSON, AZ 85747",rooftop PV  solar installation,
TC-RES-1222-01410,Solar,01/11/2023,,Installation of a roof-mounted 8.030 DC kW PV system and a 200a MPU.,
TC-RES-1222-01413,Solar,01/12/2023,,13.28 KW DC SOLAR PHOTOVOLTAIC SYSTEM(ROOF MOUNTED) & SES MAIN PANEL UPGRADE TO 200A,
TC-RES-1222-01418,Solar,01/12/2023,,PV solar installation,
TC-RES-1222-01430,Solar,01/12/2023,,Installation of 4.00KW PV System,
TC-RES-1222-01436,Solar,01/13/2023,,Install Solar Panels On Roof,
TC-RES-1222-01445,Solar,01/13/2023,,Roof Mounted PV system with Production meter and AC Disco,
TC-RES-1222-01489,Solar,01/13/2023,,Roof-mounted PV Solar project.,
TC-RES-1222-01520,Solar,01/13/2023,,"28 roof mounted 10.360 kW DC, 8.12 kW AC/ MPU 200AMPs",
TC-RES-1222-01522,Solar,01/13/2023,,18 x365w panels 1x5kw inverter,
TC-RES-1222-01526,Solar,01/13/2023,"7253 E ELI DR, TUCSON, AZ 85710","PV solar roof mount installation, 3 circuits, 11.16kW, MPU",Solgen Power LLC
TC-RES-1222-01535,Solar,01/13/2023,,Roo-mounted PV solar project,
TC-RES-0124-00095,Solar,01/16/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 10 kW AC SYSTEM SIZE (kW): 7.25 kW,Kailee Roma
TC-RES-0124-00187,Solar,01/19/2024,"1999 W CALLE CAMPANA DE 
PLATA, TUCSON, AZ 85745","Roof mount 6.97 kW DC photovoltaic solar system; 17 AC modules, 2 branches, PV Combiner Box, 40A PV breaker",Technicians for Sustainability
TC-RES-0124-00306,Solar,01/18/2024,,P23BP06652. Solar Clearance,The Solar Store
TC-RES-0323-03346,Solar,01/17/2024,,Installation roof mounted pv system + (1) TESLA POWERWALL & GATEWAY      38091.20,SunUp America
TC-RES-0823-07181,Solar,01/16/2024,,21 modules,Freedom Forever
TC-RES-0923-07987,Solar,01/19/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-0923-08255,Solar,01/16/2024,,Adding 4 emporia batteries to existing 9.36kW rooftop photovoltaic solar system,Allison Tibbetts
TC-RES-0923-08419,Solar,01/16/2024,"919 E 38TH ST, TUCSON, AZ 85713",Roof Mounted PV System DC SYSTEM SIZE (kW): 6.8 kW / AC SYSTEM SIZE (kW): 4.93 kW,Kailee Roma
TC-RES-1023-08505,Solar,01/16/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 10.4 kW/ AC SYSTEM SIZE (kW): 7.54 kW with main service panel,Kailee Roma
TC-RES-1023-08798,Solar,01/16/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 22.515 KW DC/17.600 KW AC & (N) 400A MPU / 200A,On Point Solar Power
TC-RES-1023-09002,Solar,01/16/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1023-09005,Solar,01/19/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1023-09110,Solar,01/16/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1023-09136,Solar,01/16/2024,,Installation of a new 3.120KW Phtotvoltaic Solar System - 8 Mods - 1 Inverter,Better Earth Electric AZ LLC
TC-RES-1123-09189,Solar,01/17/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 8.4 kW / AC SYSTEM SIZE (kW): 6.09 kW with main service panel,Kailee Roma
TC-RES-1123-09222,Solar,01/18/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09321,Solar,01/16/2024,,Installation of a Roof-mounted 12.015kW PV system / Supply Side Tap,Our World Energy
TC-RES-1123-09439,Solar,01/16/2024,,5.74 KW Roof Mounted PV System,Dayne Johnson
TC-RES-1123-09512,Solar,01/16/2024,,Installation of 6.97 kwDC roof mounted photovoltaic system,Titan Solar Power Inc
TC-RES-1223-09883,Solar,01/17/2024,,"Installation of 8.0kW PV solar system, roof mounted with 225a Main Panel Upgrade",Stacy Wilmer
TC-RES-1223-09888,Solar,01/18/2024,,(N) PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 7.800 KW DC/6.500 KW AC & (N) 125A COMBINER PANEL & (N),On Point Solar Power
TC-RES-1223-09890,Solar,01/16/2024,,"Roof-mounted PV solar installation, 14.35kW DC, 11.375kW AC, with meter socket adaptor",Saguaro Solar Electric
TC-RES-1223-09891,Solar,01/16/2024,,"INSTALLATION OF 16 - 400W MODULE, 6.40kW FLUSH-ROOF MOUNTED SOLAR PV ARRAYS ON EXISTING",Kevin P Flaws
TC-RES-1223-09899,Solar,01/16/2024,"5931 E ELI ST, TUCSON, AZ 85711",ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-09915,Solar,01/16/2024,,Installation of 4.8 kwDC roof mounted photovoltaic system,Titan Solar Power Inc
TC-RES-1223-09937,Solar,01/16/2024,,Installation of new 8.505kW rooftop photovoltaic solar system. Relocating main service panel to northwest exterior wall,Allison Tibbetts
TC-RES-1223-10045,Solar,01/16/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 10.665 KW DC/8.775 KW AC & (N) 225A MPU / 200A BREAKER,On Point Solar Power
TC-RES-1223-10079,Solar,01/16/2024,,12.8kW roof mounted solar pv system with new subpanel,Kailee Roma
TC-RES-1223-10080,Solar,01/17/2024,,6.4kW Roof mounted solar pv system,Kailee Roma
TC-RES-1223-10084,Solar,01/16/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-1223-10086,Solar,01/16/2024,,Installation of an additional 5.525kW Roof Mounted PV System / MPU225A,Our World Energy
TC-RES-1223-10095,Solar,01/16/2024,,Install for a 16.940 kW roof-mounted photovoltaic system with a 80A Meter Socket Adapter.,Sunsolar Solutions Inc
TC-RES-1223-10096,Solar,01/16/2024,,Installation of Roof Mounted 13.6 kW PV System / Supply Side Tap,Our World Energy
TC-RES-1223-10107,Solar,01/16/2024,,Install an 8.1 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-1223-10114,Solar,01/16/2024,,4kW Roof Mounted solar pv system,Kailee Roma
TC-RES-1223-10119,Solar,01/16/2024,,"roof mounted 4.92 kW DC photovoltaic solar system; 12 modules, 1 Tesla Powerwall+ inverter with 2 strings, 50A PV",Technicians for Sustainability
TC-RES-1223-10123,Solar,01/16/2024,,Installation of new 10.66kW rooftop photovoltaic solar system. Derate of main breaker from 200amps to 175amps,Allison Tibbetts
TC-RES-1223-10125,Solar,01/16/2024,,"roof mounted 7.38 kW DC photovoltaic solar system; 18 modules, 1 Tesla Powerwall+ inverter with 2 strings,  27 kWh",Technicians for Sustainability
TC-RES-1223-10131,Solar,01/16/2024,,"roof mount 2.2 kW DC addition to existing photovoltaic solar system (new total system size: 5.65 kW), 5 additional AC",Technicians for Sustainability
TC-RES-1223-10142,Solar,01/16/2024,,"roof mount 6.2 kW DC addition to existing photovoltaic solar system (new total system size: 7.72 kW), connecting all",Technicians for Sustainability
TC-RES-1223-10143,Solar,01/16/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10146,Solar,01/16/2024,,"Roof mount 4.92 kW DC photovoltaic solar system; 12 AC modules, 2 branches, PV Combiner Box, 30A PV breaker",Technicians for Sustainability
TC-RES-1223-10163,Solar,01/17/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10171,Solar,01/16/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10176,Solar,01/16/2024,,8.4kW roof mounted solar pv system,Kailee Roma
TC-RES-1223-10181,Solar,01/16/2024,,Installation of Roof Mounted 4.675 kW PV System,Our World Energy
TC-RES-1223-10200,Solar,01/16/2024,,"Roof mount 3.28 kW DC photovoltaic solar system; 8 AC modules, 1 branch, 20A PV breaker on 200A bus with 200A",Technicians for Sustainability
TC-RES-1223-10201,Solar,01/16/2024,,27 kWh storage system (2 batteries) connected to existing photovoltaic solar system (TC-RES-1122-01141),Technicians for Sustainability
TC-RES-1223-10231,Solar,01/16/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 12.150 KW DC/9.750 KW AC & (N) 125A,On Point Solar Power
TC-RES-1223-10241,Solar,01/16/2024,,"roof mount 7.38 kW DC photovoltaic solar system; 18 modules, 1 Tesla Solar Inverter with 2 strings, 40A PV breaker",Technicians for Sustainability
TC-RES-1223-10242,Solar,01/16/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 5.135 KW DC/3.770 KW AC & (N) 125A COMBINER PANEL,On Point Solar Power
