Permit #,Workclass,Issue Date,Address,Description,Contractor
TC-RES-0224-00989,Solar,03/14/2024,,Installation of Roof Mounted 4.25kW PV System with Existing System,Our World Energy
TC-RES-0224-00991,Solar,03/14/2024,,Lot 32 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-01009,Solar,03/14/2024,,"roof mount 7.74 kW DC photovoltaic solar system; 18 modules and microinverters, 2 branches, PV combiner box,",Technicians for Sustainability
TC-RES-0923-08149,Solar,03/12/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 4.8 kW / AC SYSTEM SIZE (kW): 3.48 kW  with service upgrade to,Alexandra Rutledge
TC-RES-0923-08255,Solar,03/14/2024,,Adding 4 emporia batteries to existing 9.36kW rooftop photovoltaic solar system,Allison Tibbetts
TC-RES-1223-10249,Solar,03/11/2024,,12.3 KWDC rooftop mounted solar,Dayne Johnson
TC-RES-0123-02031,Solar,03/17/2023,,"• SYSTEM SIZE: 3400W DC, 2400W AC",
TC-RES-0123-02416,Solar,03/17/2023,,"4.000kW rooftop pv solar panel installation to existing system: 22 REC N-PEAK REC 325NP (325W), 1 SOLAREDGE",Elevation Solar
TC-RES-0223-02511,Solar,03/16/2023,,Installation of a 6.40 kW PV SYSTEM,
TC-RES-0223-02584,Solar,03/13/2023,"10066 E LURLENE DRIVE, TUCSON, AZ 85730","12 MODULES-ROOF MOUNTED - 4.56 kW DC, 3.48 kW AC, 10066 E LURLENE DRIVE, TUCSON, AZ 85730",
TC-RES-0223-02592,Solar,03/13/2023,,05 MODULES-ROOF MOUNTED - 1.90 kW DC,
TC-RES-0223-02631,Solar,03/14/2023,,"roof mount 7.65 kW DC photovoltaic solar system; 18 AC modules, 3 branches, PV subpanel, 40A PV breaker on 200A",
TC-RES-0223-02638,Solar,03/14/2023,"5626 E 2ND ST, TUCSON, AZ 85711","roof mount 8.14 kW DC photovoltaic solar system; 22 AC modules, 2 branches, PV subpanel, 40A PV breaker on 200A",
TC-RES-0223-02640,Solar,03/15/2023,,13 x 400w panels 1 x 5kw inverter MPU 200A,
TC-RES-0223-02641,Solar,03/14/2023,"950 S 5TH AV, TUCSON, AZ 85701",Install a 7.77 kW DC rooftop solar electric system.,
TC-RES-0223-02643,Solar,03/14/2023,"2548 E 4TH ST, TUCSON, AZ 85716","roof mount 2.0 kW DC addition to existing photovoltaic solar system (new total system size: 9.95 kW), 5 additional DC",
TC-RES-0223-02644,Solar,03/16/2023,,"• SYSTEM SIZE: 7290W DC, 5220W AC",
TC-RES-0223-02939,Solar,03/13/2023,,Rooftop solar system installation and sub-panel upgrade.,
TC-RES-0223-02960,Solar,03/13/2023,,Installation of a 5.85 kW PV SYSTEM,
TC-RES-0223-02980,Solar,03/13/2023,"829 S 8TH AV, TUCSON, AZ 85701",PV SOLAR INSTALLATION / DERATE 175A,
TC-RES-0223-03013,Solar,03/13/2023,,12 x 365w panels,
TC-RES-0223-03017,Solar,03/13/2023,,Install solar panels on roof. Replace existing main panel with 225/200A main panel.,
TC-RES-0223-03029,Solar,03/13/2023,,ROOF MOUNT PV WITH PRODUCTION METER AND AC DISCO,
TC-RES-0223-03048,Solar,03/13/2023,,"roof mount 7.14 kW DC photovoltaic solar system; 17 AC modules, 2 branches, PV subpanel, 40A PV breaker on 200A",
TC-RES-0223-03057,Solar,03/13/2023,,"roof mount 2.94 kW DC photovoltaic solar system; 7 AC modules, 1 branch, PV subpanel, 20A PV breaker on 125A",
TC-RES-0223-03059,Solar,03/13/2023,,7.20 KW DC SOLAR PV SYSTEM(ROOF MOUNTED) &,
TC-RES-0223-03088,Solar,03/14/2023,,Installation of a 6.75  kW PV System / MPU - 200 AMP,
TC-RES-0223-03101,Solar,03/15/2023,,"• SYSTEM SIZE: 4080W DC, 2880W AC","Sunrun Installation Services, Inc"
TC-RES-0223-03123,Solar,03/16/2023,,Install Solar panels on Roof,
TC-RES-0223-03127,Solar,03/15/2023,,23 x 400w panels,
TC-RES-0223-03137,Solar,03/15/2023,,24 x 400w panels,
TC-RES-0223-03149,Solar,03/16/2023,,Install Solar Panels on Roof and perform A Main Panel upgrade to :REPLACE EXISTING MAIN,
TC-RES-0223-03170,Solar,03/17/2023,,6.72KW Rooftop Solar System,
TC-RES-0223-03175,Solar,03/17/2023,,"roof mount 6.80 kW DC photovoltaic solar system; 16 AC modules, 2 branches, PV subpanel, 40A PV breaker on 225A",
TC-RES-0323-03195,Solar,03/17/2023,,roof. mounted PV system 9.6kwc//7.6kwac,
TC-RES-0323-03198,Solar,03/17/2023,,Install Solar Panels On Roof Of home and perform a Main Panel Upgrade: Replace existing main service panel with,
TC-RES-0323-03201,Solar,03/17/2023,,roof mounted PV system,
TC-RES-0323-03202,Solar,03/17/2023,,roof mounted PV system 5.6kwdc/5kwac,
TC-RES-0323-03216,Solar,03/17/2023,,roof mounted PV system,
TC-RES-1122-01054,Solar,03/15/2023,,Installation of 10.80KW PV System/MPU 200A,
TC-RES-1222-01387,Solar,03/16/2023,,"• SYSTEM SIZE: 5680W DC, 3840W AC",
TC-RES-0124-00067,Solar,03/20/2024,,Roof mounted PV,Alexandra Rutledge
TC-RES-0124-00149,Solar,03/18/2024,"4569 E 5TH ST, TUCSON, AZ 85711",ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0124-00236,Solar,03/20/2024,,PV SOLAR INSTALLATION / DERATE 175A,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0124-00237,Solar,03/20/2024,,Add on Roof mounted PV DC SYSTEM SIZE (kW): 6 kW AC SYSTEM SIZE (kW): 4.35 kW W/ SERVICE COLLAR,Alexandra Rutledge
TC-RES-0124-00249,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 12.8 kW AC SYSTEM SIZE (kW): 9.28 kW W SERVICE COLLAR,Alexandra Rutledge
TC-RES-0124-00322,Solar,03/21/2024,,PV SOLAR INSTALLATION / DERATE 175A,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0124-00466,Solar,03/18/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0224-00660,Solar,03/20/2024,,We are going to install a roof-mounted solar system with following details:,Reimagine Roofing LLC
TC-RES-0224-00706,Solar,03/21/2024,,Lot 20 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-00707,Solar,03/20/2024,,Lot 23 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-00708,Solar,03/20/2024,,Lot 24 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-00711,Solar,03/19/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0224-00724,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 12.4 kW AC SYSTEM SIZE (kW): 8.99 kW W/ SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-00729,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 4.4 kW AC SYSTEM SIZE (kW): 3.19 kW W SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-00730,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 10.4 kW AC SYSTEM SIZE (kW): 7.54 kW,Alexandra Rutledge
TC-RES-0224-00731,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 8.4 kW AC SYSTEM SIZE (kW): 6.09 kW With main service panel,Alexandra Rutledge
TC-RES-0224-00769,Solar,03/21/2024,,Install 8.00kW roof-mounted PV system,Mackenzie Glenn
TC-RES-0224-00794,Solar,03/20/2024,,Installation of 27 kWh energy storage system and related materials as addition to existing PV solar system.,Tesla Energy
TC-RES-0224-00881,Solar,03/21/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 6.000 KW DC/4.350 KW AC & (N) METER SOCKET ADAPTER,On Point Solar Power
TC-RES-0224-00901,Solar,03/20/2024,"4935 E LEE ST, TUCSON, AZ 85712",rooftop pv solar with 1 battery,sunblaze energy
TC-RES-0224-00902,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 9.2 kW AC SYSTEM SIZE (kW): 6.67 kW W/ service upgrade,Alexandra Rutledge
TC-RES-0224-00928,Solar,03/20/2024,,Lot 27 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-00931,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 4.8 kW AC SYSTEM SIZE (kW): 3.48 kW W/ service collar,Alexandra Rutledge
TC-RES-0224-00939,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 7.6 kW AC SYSTEM SIZE (kW): 5.51 kW,Alexandra Rutledge
TC-RES-0224-00982,Solar,03/19/2024,,Install for a 9.480 kW roof-mounted photovoltaic system.,Sunsolar Solutions Inc
TC-RES-0224-00990,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 15.2 kW AC SYSTEM SIZE (kW): 11.02 kW W main panel upgrade,Alexandra Rutledge
TC-RES-0224-00992,Solar,03/20/2024,,Install 14.40kW roof-mounted PV system with electrical service upgrade to new 200A main service panel with 225A,Nerd Power
TC-RES-0224-00994,Solar,03/21/2024,,PV SOLAR - ROOF,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0224-01012,Solar,03/19/2024,,Installation 11.07 kwDC roof mounted photovoltaic system,Titan Solar Power Inc
TC-RES-0224-01013,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 11.2 kW AC SYSTEM SIZE (kW): 8.12 kW W / SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-01014,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 4 kW AC SYSTEM SIZE (kW): 2.9 kW,Alexandra Rutledge
TC-RES-0224-01015,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 4 kW AC SYSTEM SIZE (kW): 2.9 kW,Alexandra Rutledge
TC-RES-0224-01016,Solar,03/20/2024,,Installation of Roof Mounted 5.525kW PV System / 225A MPU,Our World Energy
TC-RES-0224-01025,Solar,03/20/2024,,"roof mount 8.56 kW DC photovoltaic solar system; 20 AC modules, 27 kWh storage system; 2 batteries, 225A bus with",Technicians for Sustainability
TC-RES-0224-01026,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 4.4 kW AC SYSTEM SIZE (kW): 3.19 kW,Alexandra Rutledge
TC-RES-0224-01043,Solar,03/20/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 6.715 KW DC/4.930 KW AC & (N) METER SOCKET ADAPTER,On Point Solar Power
TC-RES-0224-01049,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 11.2 kW AC SYSTEM SIZE (kW): 8.12 kW W/ SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-01050,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 15.2 kW AC SYSTEM SIZE (kW): 11.02 kW W/ SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-01073,Solar,03/20/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 6.4 kW AC SYSTEM SIZE (kW): 4.64 kW,Alexandra Rutledge
TC-RES-0224-01089,Solar,03/20/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0224-01120,Solar,03/20/2024,,"roof mount 8.17kW DC photovoltaic solar system; 19 modules, 1 Tesla Solar Inverter with 2 strings, 40A PV breaker on",Technicians for Sustainability
TC-RES-0224-01121,Solar,03/20/2024,,"roof mount 4.73kW DC photovoltaic solar system; 11modules, 1 Tesla Solar Inverter with 1 strings, 40A PV breaker on",Technicians for Sustainability
TC-RES-0224-01156,Solar,03/20/2024,,PV SOLAR - ROOF MOUNTED / METER COLLAR ADAPTOR,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0224-01158,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 8 kW AC SYSTEM SIZE (kW): 5.8 kW W/  SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-01160,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 10 kW AC SYSTEM SIZE (kW): 7.25 kW W/ SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-01170,Solar,03/20/2024,,Solar PV Install Roof 3.2KW,Zoe Clemons
TC-RES-0224-01182,Solar,03/20/2024,,Install an 11.745 kW DC rooftop solar electric system and a 25.0 kWh energy storage system. (PV+ESS).,Net Zero Solar
TC-RES-0224-01204,Solar,03/20/2024,,Roof mounted PV System DC SYSTEM SIZE (kW): 18.8 kW AC SYSTEM SIZE (kW): 13.63 kW,Alexandra Rutledge
TC-RES-0224-01205,Solar,03/20/2024,,Roof mounted PV System DC SYSTEM SIZE (kW): 6.4 kW AC SYSTEM SIZE (kW): 4.64 kW,Alexandra Rutledge
TC-RES-0224-01208,Solar,03/20/2024,,This customer had a house fire and 6 of his panels burnt along with the solar equipment. We are just replacing the,AZ Sun Services
TC-RES-0324-01327,Solar,03/20/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0623-05908,Solar,03/20/2024,,"Roof-mounted PV solar project, 27 modules, 10.26kW DC, with main panel upgrade, with batteries",Saguaro Solar Electric
TC-RES-1023-08624,Solar,03/20/2024,,Roof mounted PV system,Alexandra Rutledge
TC-RES-1023-09158,Solar,03/20/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 6 kWAC SYSTEM SIZE (kW): 4.35 kW With main service panel,Alexandra Rutledge
TC-RES-1123-09587,Solar,03/21/2024,,12.4kW Residential roof mounted solar with connectder meter socket.,Alexandra Rutledge
TC-RES-1223-09906,Solar,03/20/2024,,16.4 KWDc Rooftop mounted solar - With 175A/ DERATE  Revision 1:  Reduced system size an removed MP derate.,Dayne Johnson
TC-RES-1223-09941,Solar,03/20/2024,,4kW roof mounted solar pv with connectder meter collar,Alexandra Rutledge
TC-RES-1223-09944,Solar,03/20/2024,,13.6kW roof mounted solar pv with load side tap,Alexandra Rutledge
TC-RES-1223-10119,Solar,03/20/2024,,"roof mounted 4.92 kW DC photovoltaic solar system; 12 modules, 1 Tesla Powerwall+ inverter with 2 strings, 50A PV",Technicians for Sustainability
TC-RES-0123-02295,Solar,03/24/2023,,"• SYSTEM SIZE: 6075W DC, 4350W AC",
TC-RES-0123-02508,Solar,03/21/2023,"133 E 17TH ST, TUCSON, AZ 85701",4.050 kW DC SOLAR PV FIXED-TILT ROOF MOUNTED SYSTEM ON EXISITNG FLAT-BUILT UP ROOF PLANE,
TC-RES-0223-02522,Solar,03/21/2023,,4.86 kW DC SOLAR PV FIXED-TILT ROOF MOUNTED SOLAR SYSTEM ON EXISTING FLAT-BUILT UP PARAPETE,
TC-RES-0223-02589,Solar,03/21/2023,,"roof mount 8.88 kW DC photovoltaic solar system; 24 AC modules, 2 branches, PV subpanel, 40A PV breaker on 200A",
TC-RES-0223-02645,Solar,03/22/2023,,20 X 400 Roof mounted panels 1 x 8.00 kw inverter MPU 225A,
TC-RES-0223-02647,Solar,03/22/2023,,14 x 400w panels 1 x 5.00 inverter,
TC-RES-0223-02654,Solar,03/21/2023,,PV SOLAR INSTALLATION / MAIN PANEL UPGRADE 225A LIKE FOR LIKE,
TC-RES-0223-02655,Solar,03/23/2023,,"• SYSTEM SIZE: 5180W DC, 4060W AC",
TC-RES-0223-02674,Solar,03/22/2023,,PV SOLAR INSTALLATION / MAIN PANEL UPGRADE 225A LIKE FOR LIKE,
TC-RES-0223-03021,Solar,03/23/2023,,trenching and the underground electrical only,
TC-RES-0323-03209,Solar,03/21/2023,,Install Solar Panels on roof of home And perform a Main Breaker Derate: Replace existing main breaker with new 175A,
TC-RES-0323-03214,Solar,03/20/2023,,Roof-Mounted PV Solar Project,
TC-RES-0323-03356,Solar,03/23/2023,,"• SYSTEM SIZE: 10540W DC, 7440W AC","Sunrun Installation Services, Inc"
TC-RES-0323-03358,Solar,03/23/2023,,"• SYSTEM SIZE: 6885W DC, 4930W AC","Sunrun Installation Services, Inc"
TC-RES-0323-03471,Solar,03/23/2023,,Roof-Mounted PV Solar Project,
TC-RES-1122-00609,Solar,03/21/2023,,Installation of a 10.40 kW PV System,
TC-RES-1122-00844,Solar,03/21/2023,,"• SYSTEM SIZE: 6205W DC, 4930W AC",
TC-RES-1122-00992,Solar,03/21/2023,,"roof mount 4.1 kW DC addition to existing photovoltaic solar system (new total system size: 9.11 kW), 11 additional",
TC-RES-1222-01232,Solar,03/22/2023,,Roof-mounted PV Solar project. Main breaker derate.,
TC-RES-1222-01254,Solar,03/21/2023,,Installation of a 4.95 kW PV System,
TC-RES-0124-00040,Solar,03/25/2024,,Add on roof Mounted PV System DC SYSTEM SIZE (kW): 4 kW AC SYSTEM SIZE (kW): 2.9 kW,Alexandra Rutledge
TC-RES-0124-00058,Solar,03/26/2024,,Roof mounted PV system,Alexandra Rutledge
TC-RES-0124-00156,Solar,03/26/2024,,PV SOLAR INSTALLATION / DERATE 175A,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0124-00347,Solar,03/27/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0124-00431,Solar,03/28/2024,,INSTALLING ROOF MOUNT SOLAR PANELS,Tracy Rogers
TC-RES-0124-00550,Solar,03/27/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0224-00811,Solar,03/26/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0224-00854,Solar,03/27/2024,,Install 6.00kW  roof-mounted PV system.,Mackenzie Glenn
TC-RES-0224-00876,Solar,03/26/2024,,"Installation of 5.2kW PV Solar system, roof mounted",Stacy Wilmer
TC-RES-0224-00903,Solar,03/26/2024,,INSTALLING ROOF MOUNT SOLAR PANELS,Tracy Rogers
TC-RES-0224-00906,Solar,03/28/2024,,Installation of a  TESLA POWERWALL 2 and  01 TESLA BACKUP GATEWAY 2 which is a battery addition to existing,Eric J Fisher
TC-RES-0224-00913,Solar,03/25/2024,,Lot 3 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-00914,Solar,03/25/2024,,Lot 4 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-00915,Solar,03/26/2024,,Lot 5 - Install a 4.05 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0224-00941,Solar,03/27/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 11.6 kW AC SYSTEM SIZE (kW): 8.41 kW W/  SERVICE COLLAR,Alexandra Rutledge
TC-RES-0224-01130,Solar,03/27/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 9.2 kW AC SYSTEM SIZE (kW): 6.67 kW,Alexandra Rutledge
TC-RES-0324-01221,Solar,03/25/2024,,Installation of Roof Mounted 4.80kW PV System w Existing System & Derate,Our World Energy
TC-RES-0324-01227,Solar,03/26/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 10 kW AC SYSTEM SIZE (kW): 7.25 kW,Alexandra Rutledge
TC-RES-0324-01238,Solar,03/26/2024,,Installation of Roof mounted 13.175kW PV System with Existing System & Derate,Our World Energy
TC-RES-0324-01693,Solar,03/28/2024,,Roof mounted PV system DC SYSTEM SIZE (kW): 6.8 kW AC SYSTEM SIZE (kW): 4.93 kW W/ SERVICE COLLAR,Alexandra Rutledge
TC-RES-0823-07196,Solar,03/27/2024,"4626 E 7TH ST, TUCSON, AZ 85711",Roof mounted PV system REV 2: Upgrading the main service Panel Square D Model # SC1642M100S.,Alexandra Rutledge
TC-RES-0923-08147,Solar,03/25/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 10 kW / AC SYSTEM SIZE (kW): 7.25 kW with service upgrade to,Alexandra Rutledge
TC-RES-0923-08152,Solar,03/27/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 6.4 kW / AC SYSTEM SIZE (kW): 4.64 kW with service upgrade,Alexandra Rutledge
TC-RES-1123-09222,Solar,03/26/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1123-09805,Solar,03/26/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
,Solar,03/29/2023,,R - Installation of roof-mounted 10.27 kW solar photovoltaic system & 225a MPU,"Sunlink Energy, LLC"
TC-RES-0123-01894,Solar,03/29/2023,,Installation of a roof mounted 12.000kW PV System and a main breaker derate to 150A,
TC-RES-0123-02411,Solar,03/27/2023,,7.11KW DC System - Roof Mount PV with AC Disco,
TC-RES-0223-02587,Solar,03/27/2023,,Installation of a 6.12 kW PV SYSTEM / Initially Submitted on Solar App,
TC-RES-0223-02682,Solar,03/28/2023,,16 x 400w panels 1x 6kw,
TC-RES-0223-02687,Solar,03/27/2023,,"roof mount 1.6 kW DC addition to existing photovoltaic solar system (new total system size: 4.51 kW), 5 additional DC",
TC-RES-0223-02688,Solar,03/27/2023,,"roof mount 8.40 kW DC photovoltaic solar system; 20 AC modules, 2 branches, PV subpanel, 40A PV breaker on 200A",
TC-RES-0223-02692,Solar,03/27/2023,,"roof mount 3.36 kW DC photovoltaic solar system; 8 AC modules, 1 branch, 20A PV breaker on 125A bus with 125A",
TC-RES-0223-02701,Solar,03/27/2023,,Roof-Mounted PV Solar Project,
TC-RES-0223-02702,Solar,03/27/2023,,Roof-Mounted PV Solar Project,
TC-RES-0223-02709,Solar,03/27/2023,,"• SYSTEM SIZE: 4760W DC, 3360W AC",
TC-RES-0223-02714,Solar,03/27/2023,,"Installation of second roof mounted PV solar system, second energy storage system and related materials. New",
TC-RES-0223-02718,Solar,03/27/2023,,Roof mounted PV system of 20 x 400w panels,
TC-RES-0223-02722,Solar,03/28/2023,,Installation of a 6.40 kW PV system,
TC-RES-0223-02724,Solar,03/28/2023,,Installation of a 4.05 kW PV SYSTEM,
TC-RES-0223-02726,Solar,03/28/2023,,Installation of a 16.00 kW PV SYSTEM/ DERATED FROM 200A TO 150A,
TC-RES-0223-02948,Solar,03/27/2023,,"Installation of 9,200 kW Photovoltaic Solar System",
TC-RES-0223-02969,Solar,03/29/2023,,"• SYSTEM SIZE: 7140W DC, 6000W AC",
TC-RES-0223-03071,Solar,03/27/2023,,requesting residential solar permit for a 4.680 kW DC system.,
TC-RES-0223-03078,Solar,03/29/2023,,ROOF MOUNT PV WITH PRODUCTION METER AND AC DISCO,
TC-RES-0223-03097,Solar,03/29/2023,,"• SYSTEM SIZE: 3740W DC, 2640W AC","Sunrun Installation Services, Inc"
TC-RES-0223-03168,Solar,03/29/2023,,Installation of a 5.10kw roof mounted solar system. ConnectDER Meter to be used for interconnection.,"Sunrun Installation Services, Inc"
TC-RES-0223-03173,Solar,03/30/2023,,"roof mount 4.3 kW DC addition to existing photovoltaic solar system (new total system size: 11.44 kW), 10 additional",
TC-RES-0323-03234,Solar,03/28/2023,,"• SYSTEM SIZE: 8160W DC, 6000W AC   13756.00","Sunrun Installation Services, Inc"
TC-RES-0323-03243,Solar,03/28/2023,,Roof Mounted PV System with PV meter and AC Disco  19005.00,
TC-RES-0323-03252,Solar,03/29/2023,,Installation of a roof mounted 7.200kW PV System   28731.00,
TC-RES-0323-03723,Solar,03/29/2023,,Installation of a roof mounted 5.600kW PV System   26156.00,
TC-RES-1122-00311,Solar,03/28/2023,,"ROOF MOUNTED - 5.280 kW DC, 4.64 kW AC",
TC-RES-1222-01403,Solar,03/29/2023,,Ground Mounted Photovoltaic System,
TC-RES-1222-01586,Solar,03/28/2023,,Install 8.52kW (7.60kW AC CEC) roof-mounted PV system with electrical service upgrade to new 200A main panel.,
TC-RES-0124-00233,Solar,04/05/2024,,"Roof mount 8.61 kW DC photovoltaic solar system; 21 AC modules, 2 branches, Combiner Box, 40A PV breaker on",Technicians for Sustainability
TC-RES-0124-00281,Solar,04/01/2024,"4449 E POE ST, TUCSON, AZ 85711",Roof mounted PV system DC SYSTEM SIZE (kW): 4.4 kW AC SYSTEM SIZE (kW): 3.19 kW,Alexandra Rutledge
TC-RES-0224-00622,Solar,04/01/2024,,Installation of 13.5 kWh energy storage system and related materials as addition to existing roof mounted PV solar,Tesla Energy
TC-RES-0224-00838,Solar,04/05/2024,,PV install 10.27kW roof mounted 26 panels. New 60A MSA,Custom Solar and Leisure
TC-RES-0224-00852,Solar,04/03/2024,,Installation of Roof Mounted 6.40kW PV System with Existing System & Derate,Our World Energy
TC-RES-0224-01005,Solar,04/05/2024,,Installation of battery in an existing PV System with Derate,Our World Energy
TC-RES-0224-01052,Solar,04/03/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 12.8 kW AC SYSTEM SIZE (kW): 9.28 kW,Alexandra Rutledge
TC-RES-0224-01114,Solar,04/01/2024,,PV SOLAR INSTALLATION,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0224-01131,Solar,04/01/2024,,Installation of Roof Mounted 10.80kW PV System / Supply Breaker / Sub-panel,Our World Energy
TC-RES-0224-01204,Solar,04/05/2024,,Roof mounted PV System DC SYSTEM SIZE (kW): 18.8 kW AC SYSTEM SIZE (kW): 13.63 kW,Alexandra Rutledge
TC-RES-0324-01219,Solar,04/01/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0324-01259,Solar,04/02/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0324-01261,Solar,04/03/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0324-01292,Solar,04/05/2024,"172 W ERIC ST, TUCSON, AZ 85756",Roof Mounted PV System DC SYSTEM SIZE (kW): 16 kW AC SYSTEM SIZE (kW): 11.6 kW W/ main service panel,Alexandra Rutledge
